Make,Model,Vehicle class,Production start year,Production end year,Production start month,Production end month,Series / facelift,Generation,Full Model Code,Chassis Code,Trim,Emissions Prefix,Trim Suffix Code,Engine code,Engine type,Body type,Doors,Length mm,Width mm,Height mm,Wheelbase mm,Ground clearance mm,Engine displacement L,Engine displacement cc,Engine configuration,Fuel Category,Fuel type,Fuel Grade,Transmission,Drivetrain,Horsepower,Torque,Torque unit,Fuel tank capacity,Fuel tank unit,fuel economy (km/L),Estimated (Km) per re-fuel,Seating capacity,Curb weight kg,Gross vehicle weight kg,Max payload kg,Max towing kg,Front brake type,Rear brake type,Brake size mm,Tire size,Front tire size,Rear tire size,Bolt pattern,Wheel offset mm,Engine oil capacity L,Coolant capacity L,Final drive,Cooling type,Starter type,Seat height mm,Front suspension,Rear suspension,Gear count,Dry weight kg,Wheel size front,Wheel size rear,ID,Created at,Updated at
Nissan,Cube,car,2008,2020,,,3rd Gen,3rd Gen,,Z12,,,,HR15DE,,Hatchback,5,,,,,,1.5,1498,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Elgrand,car,2002,2010,,,E51,2nd Gen,,E51,,,,VQ35DE,,Minivan,5,,,,,,3.5,3498,V6,Gas,Petrol,87,5AT,2WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Elgrand,car,2010,,,,E52,3rd Gen,,E52,,,,VQ25DE,,Minivan,5,,,,,,2.5,2495,V6,Gas,Petrol,87,CVT,2WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Caravan,car,2001,2012,,,E25,4th Gen,,E25,,,,QR20DE,,Van,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,4AT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,NV350 Caravan,car,2012,2021,,,E26,5th Gen,,E26,,,,QR20DE,,Van,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Lafesta,car,2004,2012,,,1st Gen,1st Gen,,B30,,,,MR20DE,,Minivan,5,,,,,,2,1997,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Bluebird Sylphy,car,2005,2012,,,G11,2nd Gen,,G11,,,,MR20DE,,Sedan,4,,,,,,2,1997,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Teana,car,2003,2008,,,J31,1st Gen,,J31,,,,VQ23DE,,Sedan,4,,,,,,2.3,2349,V6,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Teana,car,2008,2014,,,J32,2nd Gen,,J32,,,,VQ25DE,,Sedan,4,,,,,,2.5,2495,V6,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Skyline,car,2001,2007,,,V35,11th Gen,,V35,,,,VQ25DD,,Sedan,4,,,,,,2.5,2495,V6,Gas,Petrol,87,5AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Fuga,car,2004,2009,,,Y50,1st Gen,,Y50,,,,VQ25DE,,Sedan,4,,,,,,2.5,2495,V6,Gas,Petrol,87,5AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Navara,car,2005,2015,,,D40,2nd Gen,,D40,,,,YD25DDTI,,Pick up,4,,,,,,2.5,2488,Inline-4,Diesel,Diesel,Diesel,6MT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Atlas,car,2007,,,,Truck Diesel,5th Gen,,F24,,,,ZD30DDTI,,Truck,2,,,,,,3,2953,Inline-4,Diesel,Diesel,Diesel,5MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Vanette,car,1999,2016,,,Van 1.8,4th Gen,,SK82V,,,,F8,,Van,5,,,,,,1.8,1789,Inline-4,Gas,Petrol,87,5MT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Freed,car,2008,2016,,,1st Gen,1st Gen,,GB3,,,,L15A,,Minivan,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Freed,car,2016,,,,2nd Gen Gas,2nd Gen,,GB5,,,,L15B,,Minivan,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Freed,car,2016,,,,2nd Gen Hybrid,2nd Gen,,GB7,,,,LEB,,Minivan,5,,,,,,1.5,1496,Inline-4,Hybrid,Hybrid(petrol),87,7-Speed DCT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Fit Shuttle,car,2011,2015,,,Gas,1st Gen,,GG7,,,,L15A,,Station Wagon,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Fit Shuttle,car,2011,2015,,,Hybrid,1st Gen,,GP2,,,,LDA,,Station Wagon,5,,,,,,1.3,1339,Inline-4,Hybrid,Hybrid(petrol),87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Shuttle,car,2015,2022,,,Hybrid,2nd Gen,,GP7,,,,LEB,,Station Wagon,5,,,,,,1.5,1496,Inline-4,Hybrid,Hybrid(petrol),87,7-Speed DCT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Stream,car,2006,2014,,,2nd Gen,2nd Gen,,RN6,,,,R18A,,Minivan,5,,,,,,1.8,1799,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Airwave,car,2005,2010,,,1st Gen,1st Gen,,GJ1,,,,L15A,,Station Wagon,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Insight,car,2009,2014,,,2nd Gen,2nd Gen,,ZE2,,,,LDA,,Hatchback,5,,,,,,1.3,1339,Inline-4,Hybrid,Hybrid(petrol),87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Vezel,car,2013,2021,,,1st Gen Gas,1st Gen,,RU1,,,,L15B,,SUV,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Vezel,car,2013,2021,,,1st Gen Hybrid,1st Gen,,RU3,,,,LEB,,SUV,5,,,,,,1.5,1496,Inline-4,Hybrid,Hybrid(petrol),87,7-Speed DCT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Stepwgn,car,2009,2015,,,4th Gen,4th Gen,,RK5,,,,R20A,,Minivan,5,,,,,,2,1997,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Stepwgn,car,2015,2022,,,5th Gen,5th Gen,,RP3,,,,L15B,,Minivan,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Odyssey,car,2003,2008,,,3rd Gen,3rd Gen,,RB1,,,,K24A,,Minivan,5,,,,,,2.4,2354,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Odyssey,car,2008,2013,,,4th Gen,4th Gen,,RB3,,,,K24A,,Minivan,5,,,,,,2.4,2354,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Partner,car,2006,2010,,,2nd Gen,2nd Gen,,GJ3,,,,L15A,,Van,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Mobilio,car,2001,2008,,,1st Gen,1st Gen,,GB1,,,,L15A,,Minivan,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda,Acty,car,1999,2018,,,Truck,4th Gen,,HA8,,,,E07Z,,Truck,2,,,,,,0.66,656,Inline-3,Gas,Petrol,87,5MT,4WD,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Axela,car,2003,2009,,,1st Gen,1st Gen,,BK5P,,,,ZY-VE,,Sedan,4,,,,,,1.5,1498,Inline-4,Gas,Petrol,87,4AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Axela,car,2009,2013,,,2nd Gen,2nd Gen,,BL5FP,,,,ZY-VE,,Hatchback,5,,,,,,1.5,1498,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Axela,car,2013,2019,,,3rd Gen Skyactiv,3rd Gen,,BM5FS,,,,P5-VPS,,Hatchback,5,,,,,,1.5,1496,Inline-4,Gas,Petrol,87,6AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Atenza,car,2002,2008,,,1st Gen,1st Gen,,GG3P,,,,L3-VE,,Sedan,4,,,,,,2.3,2261,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Atenza,car,2008,2012,,,2nd Gen,2nd Gen,,GH5FS,,,,L5-VE,,Sedan,4,,,,,,2.5,2488,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Atenza,car,2012,2019,,,3rd Gen Diesel,3rd Gen,,GJ2FW,,,,SH-VPTS,,Station Wagon,5,,,,,,2.2,2188,Inline-4,Diesel,Diesel,Diesel,6AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Premacy,car,1999,2005,,,1st Gen,1st Gen,,CPEW,,,,FP-DE,,Minivan,5,,,,,,1.8,1839,Inline-4,Gas,Petrol,87,4AT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Premacy,car,2005,2010,,,2nd Gen,2nd Gen,,CREW,,,,LF-VE,,Minivan,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,4AT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Premacy,car,2010,2018,,,3rd Gen,3rd Gen,,CWEFW,,,,LF-VDS,,Minivan,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Biante,car,2008,2018,,,1st Gen,1st Gen,,CCEFW,,,,LF-VDS,,Minivan,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,5AT,2WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,CX-5,car,2012,2017,,,1st Gen Diesel,1st Gen,,KE2FW,,,,SH-VPTS,,SUV,5,,,,,,2.2,2188,Inline-4,Diesel,Diesel,Diesel,6AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,CX-5,car,2017,,,,2nd Gen Diesel,2nd Gen,,KF2P,,,,SH-VPTS,,SUV,5,,,,,,2.2,2188,Inline-4,Diesel,Diesel,Diesel,6AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,CX-3,car,2015,,,,1st Gen Diesel,1st Gen,,DK5FW,,,,S5-DPTS,,SUV,5,,,,,,1.5,1498,Inline-4,Diesel,Diesel,Diesel,6AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Familia Van,car,2018,,,,Rebadged AD,7th Gen,,VY12,,,,HR15DE,,Van,5,,,,,,1.5,1498,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Bongo,car,1999,2020,,,Van 1.8,4th Gen,,SK82V,,,,F8,,Van,5,,,,,,1.8,1789,Inline-4,Gas,Petrol,87,5MT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazda,Titan,car,2004,,,,Truck Diesel,5th Gen,,LKR81,,,,4HL1,,Truck,2,,,,,,4.8,4777,Inline-4,Diesel,Diesel,Diesel,5MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Alto,car,2009,2014,,,7th Gen,7th Gen,,HA25S,,,,K6A,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Alto,car,2014,,,,8th Gen,8th Gen,,HA36S,,,,R06A,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Wagon R,car,2008,2012,,,4th Gen,4th Gen,,MH23S,,,,K6A,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Wagon R,car,2012,2017,,,5th Gen,5th Gen,,MH34S,,,,R06A,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Every,car,2005,2015,,,Van,5th Gen,,DA64V,,,,K6A,,Van,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,4AT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Every,car,2015,,,,Van,6th Gen,,DA17V,,,,R06A,,Van,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,4AT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Carry,car,2013,,,,Truck,11th Gen,,DA16T,,,,R06A,,Truck,2,,,,,,0.66,658,Inline-3,Gas,Petrol,87,5MT,4WD,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Jimny,car,1998,2018,,,3rd Gen,3rd Gen,,JB23W,,,,K6A,,SUV,3,,,,,,0.66,658,Inline-3,Gas,Petrol,87,4AT,4WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Jimny,car,2018,,,,4th Gen,4th Gen,,JB64W,,,,R06A,,SUV,3,,,,,,0.66,658,Inline-3,Gas,Petrol,87,5MT,4WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Escudo,car,2005,2015,,,3rd Gen,3rd Gen,,TD54W,,,,J20A,,SUV,5,,,,,,2,1995,Inline-4,Gas,Petrol,87,5AT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Solio,car,2010,2015,,,1st Gen,1st Gen,,MA15S,,,,K12B,,Hatchback,5,,,,,,1.2,1242,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuki,Spacia,car,2013,2017,,,1st Gen,1st Gen,,MK32S,,,,R06A,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Lancer,car,2000,2010,,,Cedia,8th Gen,,CS2A,,,,4G15,,Sedan,4,,,,,,1.5,1468,Inline-4,Gas,Petrol,87,4AT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Galant Fortis,car,2007,2015,,,1st Gen,1st Gen,,CY4A,,,,4B11,,Sedan,4,,,,,,2,1998,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Colt,car,2002,2012,,,6th Gen,6th Gen,,Z21A,,,,4A90,,Hatchback,5,,,,,,1.3,1332,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Outlander,car,2005,2012,,,2nd Gen,2nd Gen,,CW5W,,,,4B12,,SUV,5,,,,,,2.4,2359,Inline-4,Gas,Petrol,87,CVT,4WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Outlander,car,2012,,,,3rd Gen,3rd Gen,,GF7W,,,,4J11,,SUV,5,,,,,,2,1998,Inline-4,Gas,Petrol,87,CVT,4WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Delica D5,car,2007,,,,1st Gen Gas,1st Gen,,CV5W,,,,4B12,,Minivan,5,,,,,,2.4,2359,Inline-4,Gas,Petrol,87,CVT,4WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Delica D5,car,2019,,,,1st Gen Diesel,1st Gen,,CV1W,,,,4N14,,Minivan,5,,,,,,2.2,2267,Inline-4,Diesel,Diesel,Diesel,8AT,4WD,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,RVR,car,2010,,,,3rd Gen,3rd Gen,,GA4W,,,,4J10,,SUV,5,,,,,,1.8,1798,Inline-4,Gas,Petrol,87,CVT,2WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Pajero,car,2006,2021,,,4th Gen Diesel,4th Gen,,V88W,,,,4M41,,SUV,5,,,,,,3.2,3200,Inline-4,Diesel,Diesel,Diesel,5AT,4WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Canter,car,2010,,,,Truck Diesel,8th Gen,,FEB50,,,,4P10,,Truck,2,,,,,,3,2998,Inline-4,Diesel,Diesel,Diesel,5MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsubishi,Minicab,car,2014,,,,Van,6th Gen,,DS17V,,,,R06A,,Van,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,4AT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,car,2007,2011,,,3rd Gen,3rd Gen,,GH2,,,,EL15,,Hatchback,5,,,,,,1.5,1498,Flat-4,Gas,Petrol,87,4AT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,car,2011,2016,,,4th Gen,4th Gen,,GP2,,,,FB16,,Hatchback,5,,,,,,1.6,1600,Flat-4,Gas,Petrol,87,CVT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Impreza,car,2016,,,,5th Gen,5th Gen,,GT3,,,,FB16,,Hatchback,5,,,,,,1.6,1600,Flat-4,Gas,Petrol,87,CVT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Legacy,car,2003,2009,,,4th Gen,4th Gen,,BP5,,,,EJ20,,Station Wagon,5,,,,,,2,1994,Flat-4,Gas,Petrol,87,5AT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Legacy,car,2009,2014,,,5th Gen,5th Gen,,BR9,,,,EJ25,,Station Wagon,5,,,,,,2.5,2457,Flat-4,Gas,Petrol,87,CVT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Forester,car,2007,2012,,,3rd Gen,3rd Gen,,SH5,,,,EJ20,,SUV,5,,,,,,2,1994,Flat-4,Gas,Petrol,87,4AT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Forester,car,2012,2018,,,4th Gen,4th Gen,,SJ5,,,,FB20,,SUV,5,,,,,,2,1995,Flat-4,Gas,Petrol,87,CVT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Exiga,car,2008,2018,,,1st Gen,1st Gen,,YA5,,,,EJ20,,Minivan,5,,,,,,2,1994,Flat-4,Gas,Petrol,87,CVT,4WD,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subaru,Sambar,car,1999,2012,,,Truck,6th Gen,,TT2,,,,EN07,,Truck,2,,,,,,0.66,658,Inline-4,Gas,Petrol,87,5MT,4WD,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Mira,car,2006,2018,,,7th Gen,7th Gen,,L275S,,,,KF-VE,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Move,car,2010,2014,,,5th Gen,5th Gen,,LA100S,,,,KF-VE,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Tanto,car,2007,2013,,,2nd Gen,2nd Gen,,L375S,,,,KF-VE,,Hatchback,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,CVT,2WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Hijet,car,2004,2014,,,Cargo,9th Gen,,S331V,,,,KF-VE,,Van,5,,,,,,0.66,658,Inline-3,Gas,Petrol,87,4AT,4WD,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Hijet,car,2014,,,,Truck,10th Gen,,S500P,,,,KF-VE,,Truck,2,,,,,,0.66,658,Inline-3,Gas,Petrol,87,5MT,4WD,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daihatsu,Terios,car,2006,2017,,,2nd Gen,2nd Gen,,J102G,,,,3SZ-VE,,SUV,5,,,,,,1.5,1495,Inline-4,Gas,Petrol,87,4AT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Elf,car,2006,,,,Truck Diesel 3.0,6th Gen,,NKR85,,,,4JJ1,,Truck,2,,,,,,3,2999,Inline-4,Diesel,Diesel,Diesel,5MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,Forward,car,2007,,,,Truck Diesel,2007 Series,,FRR90,,,,6HK1,,Truck,2,,,,,,7.8,7790,Inline-6,Diesel,Diesel,Diesel,6MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isuzu,D-Max,car,2012,,,,2nd Gen Diesel,2nd Gen,,TFR85,,,,4JK1,,Pick up,4,,,,,,2.5,2499,Inline-4,Diesel,Diesel,Diesel,5MT,4WD,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hino,Dutro,car,2011,,,,Truck Diesel,2nd Gen,,XZU605,,,,N04C,,Truck,2,,,,,,4,4009,Inline-4,Diesel,Diesel,Diesel,5MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hino,Ranger,car,2002,,,,Truck Diesel,Pro Series,,FC7J,,,,J07E,,Truck,2,,,,,,6.4,6403,Inline-6,Diesel,Diesel,Diesel,6MT,2WD,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
