id,make,model,vehicle_class,production_start_year,production_end_year,chassis_code,engine_code,source,import_batch_id,created_at,updated_at
3cd9cbf3-a804-4817-82db-400cf6abf13a,Toyota,Roomy,car,2016,2020,M900A,1KR-FE,manual,,2026-05-01T13:38:30.416107+00:00,2026-05-01T13:38:30.353+00:00
4d032acd-ce05-42ea-a673-5ed968b347eb,Toyota,Vitz,car,2017,2020,NHP130,1NZ-FXE,manual,,2026-05-01T13:38:31.030907+00:00,2026-05-01T13:38:30.941+00:00
bb08ca91-a1b3-4962-bcc6-eca4622314d3,Toyota,Vitz,car,2014,2016,KSP130,1KR-FE,manual,,2026-05-01T13:38:31.99069+00:00,2026-05-01T13:38:31.936+00:00
8e7ee144-8c32-4ff5-92d7-7d58aa7d7aaf,Toyota,Vitz,car,2010,2014,KSP130,1KR-FE,manual,,2026-05-01T13:38:32.999242+00:00,2026-05-01T13:38:32.941+00:00
21478cab-9920-4d94-8171-b8e2390f1292,Toyota,Vitz,car,2008,2010,KSP90,1KR-FE,manual,,2026-05-01T13:38:34.011387+00:00,2026-05-01T13:38:33.772+00:00
1faa9459-8fb7-4b7e-9f1e-fb1c5b4eaff7,Toyota,Vitz,car,2005,2008,KSP90,1KR-FE,manual,,2026-05-01T13:38:34.660381+00:00,2026-05-01T13:38:34.603+00:00
1312b3ce-3ec5-4d1e-bdba-b7812024cf07,Toyota,Vitz,car,2001,2005,SCP10,1SZ-FE,manual,,2026-05-01T13:38:35.648789+00:00,2026-05-01T13:38:35.567+00:00
8deb7613-67c1-4caf-80a2-aaa3f9ad290b,Toyota,Vitz,car,1999,2001,SCP10,1SZ-FE,manual,,2026-05-01T13:38:36.337633+00:00,2026-05-01T13:38:36.275+00:00
b38f523a-9f92-4064-b6eb-2fc7fc7fac8c,Toyota,Voxy,car,2022,,MZRA90W,M20A-FKS,manual,,2026-05-01T13:38:36.788073+00:00,2026-05-01T13:38:36.733+00:00
00739c9f-b45d-40d6-b01c-70df2890cd1c,Toyota,Voxy,car,2022,,ZWR90W,2ZR-FXE,manual,,2026-05-01T13:38:37.506717+00:00,2026-05-01T13:38:37.426+00:00
2406bd91-2ba8-402d-87f1-bfe46b13a8bf,Toyota,Voxy,car,2017,2021,ZRR80W,3ZR-FAE,manual,,2026-05-01T13:38:37.979001+00:00,2026-05-01T13:38:37.916+00:00
ef5b024a-31e9-438e-85fa-eac245943e1f,Toyota,Voxy,car,2014,2017,ZRR80G,3ZR-FAE,manual,,2026-05-01T13:38:39.354278+00:00,2026-05-01T13:38:39.296+00:00
b0bce9e1-2025-40d2-999c-be6ba1eba04e,Toyota,Voxy,car,2014,2021,ZWR80G,2ZR-FXE,manual,,2026-05-01T13:38:38.62502+00:00,2026-05-01T13:38:38.579+00:00
baa66689-efe7-42e7-8705-e427e4e94142,Toyota,Voxy,car,2010,2013,ZRR70W,3ZR-FAE,manual,,2026-05-01T13:38:40.099492+00:00,2026-05-01T13:38:40.005+00:00
f4b0ba20-8fbf-40a3-a4fd-feefbc7bc753,Toyota,Voxy,car,2007,2010,ZRR70G,3ZR-FE,manual,,2026-05-01T13:38:40.792599+00:00,2026-05-01T13:38:40.726+00:00
be4bf1b4-ab23-4cab-81c1-1d97fad8d5c5,Toyota,Voxy,car,2004,2007,AZR60G,1AZ-FSE,manual,,2026-05-01T13:38:41.711669+00:00,2026-05-01T13:38:41.652+00:00
ed6c7e37-c7b1-4675-91fa-5d1c2cce5b1f,Toyota,Voxy,car,2001,2004,AZR60G,1AZ-FSE,manual,,2026-05-01T13:38:42.477176+00:00,2026-05-01T13:38:42.417+00:00
cb235a04-d0a2-4dce-ba11-8e9b9e6acc0a,Toyota,Yaris,car,2020,,GXPA16,G16E-GTS,manual,,2026-05-01T13:38:43.382111+00:00,2026-05-01T13:38:43.327+00:00
332c36e2-beff-41bd-adc9-1e624a1c58e6,Toyota,Yaris,car,2020,,MXPA10,M15A-FKS,manual,,2026-05-01T13:38:44.875067+00:00,2026-05-01T13:38:44.807+00:00
4568bc58-34e6-4f87-9e47-4d2087199e32,Toyota,Yaris,car,2020,,MXPH10,M15A-FXE,manual,,2026-05-01T13:38:44.19461+00:00,2026-05-01T13:38:44.083+00:00
b22920b3-6a44-4df8-9c56-8de988d5550e,Toyota,Yaris,car,2017,2022,NSP151,3NR-FE,manual,,2026-05-01T13:38:47.521309+00:00,2026-05-01T13:38:47.445+00:00
823ccc02-3e0f-4c2d-91c7-24c8aa88fc16,Toyota,Yaris,car,2017,2020,NHP130,1NZ-FXE,manual,,2026-05-01T13:38:48.626069+00:00,2026-05-01T13:38:48.564+00:00
be424f23-9172-44eb-8d17-bd00f4163f85,Toyota,Yaris,car,2014,2017,NSP130,1NR-FE,manual,,2026-05-01T13:38:49.619977+00:00,2026-05-01T13:38:49.552+00:00
5c60b4a2-0229-4e94-9475-b1f4dc4a3d6e,Toyota,Yaris,car,2010,2014,KSP130,1KR-FE,manual,,2026-05-01T13:38:50.112469+00:00,2026-05-01T13:38:50.058+00:00
9214263f-3f37-406a-b4a6-4c1b33d94a1c,Toyota,Yaris,car,2008,2010,SCP90,2SZ-FE,manual,,2026-05-01T13:38:50.851914+00:00,2026-05-01T13:38:50.778+00:00
5eac1b2e-39a5-4f6f-8b3f-655d6edd9994,Toyota,Yaris,car,2005,2008,SCP90,2SZ-FE,manual,,2026-05-01T13:38:51.350757+00:00,2026-05-01T13:38:51.265+00:00
